,CAF-62T-IgA_TPM,CAF-97T-IgA_TPM,CAF_73T_IgA_TPM,CAF_98T_IgA_TPM
51091,9.031634,4.769323,4.852583,5.393084
51092,11.892618,38.820042,26.264666,22.126297
51093,13.961299,18.991641,19.267247,12.866061
51094,115.684627,167.650179,163.880614,145.708375
51095,22.907632,18.958282,19.546768,31.729631
51096,24.431008,21.40208,25.51395,29.749172
51097,73.918541,66.162094,45.794559,58.006992
51098,61.470579,46.125052,33.890819,46.805811
51099,43.400626,25.042246,31.630156,36.614177
51100,94.676898,68.553254,90.894838,145.81492
51101,17.94606,4.861445,7.871615,11.599864
51102,11.29961,17.390041,11.584072,18.508402
51103,21.979256,25.460492,20.167923,23.208164
51104,12.081073,12.140109,11.667129,11.45299
51105,31.239472,21.621965,26.850474,31.121226
51106,9.339914,8.420527,14.654899,16.553903
51107,92.3421,115.830882,125.833909,125.540034
51108,104.91616,74.358578,84.673879,90.062743
51109,92.946037,61.731583,153.162041,132.098493
51110,32.545456,16.253794,18.814564,22.769596
51111,18.618856,12.930567,12.843547,17.716667
51112,14.836218,34.766022,30.73757,23.322686
51114,14.965594,22.54252,27.587655,22.206953
51115,69.692192,39.438418,32.341726,55.215821
51116,24.970013,52.160223,43.023823,42.268579
51117,28.278436,33.072095,32.815349,37.451155
51118,33.567861,37.084842,42.055505,48.192132
51119,269.364532,221.15004,205.34024,193.367188
51121,63.777282,59.778768,56.208521,58.295727
51122,31.421257,18.875153,18.9971,27.745627
51123,29.415354,20.991267,20.053431,25.689069
51124,38.109474,25.824373,21.525639,30.143351
51125,105.367107,57.445428,74.700218,77.36964
51126,99.184546,106.805298,101.175244,123.503683
51127,0.404546,0.238635,0,0.301639
51128,25.042505,21.833399,20.253121,21.375485
51129,0.91204,8.806882,6.148345,2.476643
51130,19.251289,23.628472,19.490204,20.938746
51131,92.669841,54.138043,63.190965,68.064273
51132,17.481678,14.629574,15.216743,18.610931
51133,47.540647,38.087757,31.351093,40.82699
51134,5.673527,2.390331,1.85522,5.684593
51135,29.748659,18.162336,19.227343,18.416521
51136,9.087033,6.340519,9.422348,10.130999
51138,64.320375,61.957771,61.390794,62.805311
51141,32.778825,17.270189,18.467785,25.741941
51142,221.162072,469.698704,483.20756,469.889641
51143,41.757096,35.859001,42.264512,49.093972
51144,124.281403,75.998506,111.268586,125.980312
51145,0,0.066326,0.142311,0
51146,0,0,0,0
51147,47.987218,38.644748,36.164732,41.349892
51148,63.02044,198.826266,162.252079,127.628195
51149,7.361766,6.859442,4.134169,4.877985
51150,135.761513,293.546632,342.62842,238.460564
51151,0.092419,0.116925,0,0.138789
51154,20.816687,24.233954,28.22855,37.443875
51155,22.786915,80.713716,49.275798,68.462971
51156,0,0,0,0
51157,21.121614,64.485749,59.779933,37.241454
51160,97.278139,129.621982,105.725467,119.117971
51161,15.608026,20.665813,16.759766,10.629719
51162,11.640974,34.00913,60.279807,43.221622
51163,14.554133,11.306503,10.632741,12.513279
51164,65.163702,46.359654,56.902757,56.128737
51166,11.578732,8.309324,8.250429,7.225428
51167,4.705573,4.04133,4.100218,5.424154
51168,0.172553,0.15562,0.124694,0.18301
51170,112.417628,36.917147,42.511414,53.791001
51171,3.691651,0.112893,23.54411,15.755356
51172,11.836732,21.943403,25.409467,18.477446
51174,4.861746,5.092604,3.895954,8.104308
51175,20.996206,13.838237,18.675328,24.96824
51176,0.722455,0,0.139345,0.101025
51177,44.515328,76.407344,73.791482,70.629454
51179,0,0,0,0.150706
51181,24.754175,54.383571,52.851516,39.908551
51182,16.954868,15.60799,13.438592,21.935976
51184,24.846163,19.688662,22.422918,30.798717
51185,44.752949,25.155207,28.745917,31.581049
51186,435.075325,187.891108,236.034253,273.100223
51187,125.242386,64.54229,83.184288,106.27951
51188,9.685707,5.424159,8.964882,8.685858
51191,23.311342,7.557748,10.883004,6.010881
51192,44.562772,57.000321,51.481299,56.73386
51193,11.515535,11.354975,9.74083,10.852213
51194,18.532628,13.620942,14.967755,18.096981
51195,1.22106,2.05018,1.117118,1.385348
51196,0.734555,0.69096,0.42995,1.669896
51198,0,0,0,0
51199,25.442311,15.367102,20.636966,24.232896
51200,54.428894,60.287987,18.33322,40.499812
51201,23.212399,15.384657,19.339272,17.334709
51202,72.070482,70.391447,68.352228,80.859896
51203,9.735338,38.904709,14.151091,50.091717
51204,16.906786,33.299221,24.758661,24.010868
51205,3.391773,6.309057,3.186103,2.61126
51206,0,0,0,0
51207,0,0.045291,0,0
51208,0.072407,0,0,0.133738
51209,2.669417,2.514641,1.566102,2.296306
51213,0,0,0,0
51214,0.532324,0.390818,0.430134,0.263145
51218,38.690201,53.515564,46.979431,57.488316
51222,15.359014,19.619508,22.231862,21.333281
51224,0,0,0,0
51225,0.734592,7.029123,0.620245,3.821295
51226,120.813546,117.376669,105.842774,76.680578
51227,52.440411,48.556183,40.26248,42.205914
51228,49.793495,60.523874,56.143345,54.810232
51230,24.286308,20.916357,25.838816,27.353927
51231,13.292326,23.267898,18.038978,19.704806
51232,86.473818,284.083851,272.707726,209.182448
51233,2.047017,1.464715,0.123315,1.037283
51234,165.24253,137.807783,157.577023,147.391842
51236,4.921032,16.124596,16.466101,12.644378
51237,0,0,0,0
51239,9.521202,15.643535,13.499687,12.967871
51241,40.159576,33.972015,36.988563,44.349533
51244,19.761442,17.088315,15.406795,19.642768
51246,160.079996,258.015871,252.06419,196.14892
51247,103.347916,97.410417,97.568666,113.499226
51248,94.993804,91.659486,75.735726,89.497494
51249,46.740856,31.785966,34.856344,40.325257
51250,25.871746,26.880482,19.1349,23.759217
51251,36.254226,15.80819,22.223025,24.361196
51252,0,0,0,0
51253,66.973028,118.034955,102.686783,103.092656
51255,175.544301,159.09128,151.052382,168.075399
51256,19.170315,22.489031,29.801067,32.994673
51257,26.162144,33.198727,29.372595,30.654308
51258,171.17128,176.048508,162.127533,189.545044
51259,18.174237,15.076579,12.267452,12.424375
51260,52.504229,36.257993,42.397408,55.130674
51263,22.174507,17.129723,17.438494,22.616501
51264,93.510773,97.328804,90.585815,104.255394
51265,7.154199,3.690959,4.949996,5.482703
51266,0,0,0,0
51267,0,0,0,0
51268,0.971054,0.993791,1.420044,0.464863
51270,0,0,0,0
51271,36.467711,70.00434,60.49449,57.85579
51272,28.917649,51.2541,48.890072,38.715881
51274,21.648874,26.455763,23.586826,28.163423
51275,25.137922,18.071747,26.968062,20.45179
51276,4.570095,3.95801,2.021865,2.582524
51277,5.117811,3.398451,3.028633,3.788795
51278,11.744047,32.244694,21.656805,14.417223
51279,44.035346,42.118258,32.271449,37.937363
51280,62.331758,61.15465,61.189051,82.010235
51281,5.220962,5.212021,5.01976,5.918183
51282,37.862789,88.023666,88.030464,61.660919
51283,48.526373,48.385134,67.872106,56.452059
51284,0.244828,0,0,0.177347
51285,0.358902,0.75209,0,0.097089
51286,0.180989,2.66214,1.220812,0.219512
51287,56.036914,66.273694,60.872107,74.141423
51289,0,0,0.089341,0.050147
51290,37.342146,21.441019,24.144422,33.559738
51291,2.614757,6.046328,6.821813,4.862338
51292,67.295494,83.451761,58.998048,62.039451
51293,17.54577,62.225754,54.246277,51.712184
51294,0,0.0602,0.343772,0.286602
51295,16.436612,27.285602,24.564487,23.630687
51296,22.669671,22.454807,45.108009,17.859551
51297,0,0,0,0
51298,0,0,0,0
51299,0.099998,0,0,0
51300,79.949288,78.093479,75.320002,92.334915
51301,9.563964,5.00528,4.126647,7.740058
51302,0.192253,0.175564,0.092744,0.045919
51303,34.513931,39.143694,72.385521,61.088111
51304,18.543932,31.643891,17.660159,19.405646
51305,0.054647,0,0.052574,0
51306,49.204073,25.122599,34.333608,41.592634
51307,21.749045,46.299363,36.912699,36.957429
51308,3.267341,18.162603,2.787693,5.238286
51309,63.354984,37.861111,43.052261,52.373196
51310,2.315721,23.441298,6.256,6.764468
51311,0.032816,0,0,0.043286
51312,27.267692,19.399698,21.006465,26.059922
51313,152.103913,46.560286,40.091967,71.8024
51314,0,0,0,0
51315,82.772837,44.731503,42.800704,52.511696
51316,0.232386,0,0,0
51317,22.906049,27.244958,24.959014,20.218286
51318,25.406268,23.378137,22.3477,27.081322
51319,17.279836,12.522647,11.409352,14.930666
51320,13.656864,16.60223,20.0837,14.381217
51321,75.054497,80.368071,59.104973,69.738011
51322,67.843204,74.375296,84.627728,77.191363
51324,137.443247,104.756494,118.489773,119.828349
51326,11.259187,6.835812,7.318293,11.844831
51327,0,0,0,0
51329,85.00284,124.550632,103.10164,109.340267
51330,90.139328,271.753113,354.271942,273.602753
51332,0.981576,0.150359,0.183688,0.436158
51333,3.677321,6.579103,12.126353,4.814623
51334,40.594265,37.25941,24.169068,24.742055
51335,181.583028,191.165564,183.854482,181.650303
51337,4.039545,17.747246,12.059804,12.519515
51338,0,0,0,0
51339,8.263751,34.21744,17.725378,25.512112
51340,25.939312,16.736138,19.793825,24.89767
51341,12.167041,26.836118,29.02277,20.014641
51343,7.344657,23.54035,18.93106,19.197155
51347,53.728871,39.324014,39.734309,36.84684
51348,0,0,0,0
51350,0,0,0,0
51351,3.958285,1.080287,4.327944,11.641715
51352,0,1.077617,0.837767,1.117435
51360,24.555702,20.924011,23.843901,26.622076
51361,0.032724,0,0,0
51362,36.187229,21.905563,26.664268,33.351204
51363,14.729112,2.350869,22.076695,22.570449
51364,0.251807,1.447535,0,0.610245
51365,2.211022,1.494583,2.261207,2.027856
51366,27.015968,39.10709,31.671211,36.089252
51367,29.277638,35.998275,35.087444,38.169657
51368,58.469296,78.298727,74.838069,59.621115
51371,179.993118,171.004044,186.268692,231.8564
51372,282.82487,299.609108,260.292702,320.129609
51373,13.859671,17.697254,12.361972,17.024092
51374,286.285446,209.043579,181.516178,177.747486
51375,71.139392,69.554762,48.895986,65.11166
51377,12.943876,10.132088,9.988268,13.370948
51378,0.04273,0,0,0
51379,11.249238,10.82399,9.246585,8.67911
51380,16.349399,8.751688,6.540326,9.843581
51382,165.583954,139.668167,165.461349,188.01355
51384,0,0,0,0
51385,6.810821,5.722131,7.967532,6.171762
51386,261.211141,240.545993,216.52874,282.934288
51388,32.298088,27.155692,29.503967,34.133226
51389,37.255429,32.095815,19.98917,26.684516
51390,41.26155,37.597756,21.926569,23.510849
51393,32.435986,77.126856,127.942566,77.626441
51397,29.675189,21.303449,20.903208,29.935369
51398,211.556915,250.404939,253.134467,233.223582
51399,53.049085,77.032718,75.318755,55.037302
51400,34.982593,157.426649,60.679472,77.471829
51406,70.737507,75.147158,82.714949,89.367071
51409,3.019226,3.545619,2.662955,3.444482
51411,0,0,0,0
51412,0,0,0,0
51421,46.106608,103.063954,64.136954,56.574796
51422,56.379151,47.756325,36.41757,41.231479
51426,22.48984,12.193382,14.384489,16.458944
51427,4.797835,2.83393,3.466907,5.794662
51428,33.884848,56.5875,44.802891,42.722916
51429,110.316954,84.152344,84.451666,100.914915
51430,24.462685,15.652808,22.814826,24.200774
51433,104.778198,59.850446,92.911579,115.499045
51434,27.484747,34.709052,30.421746,37.671253
51435,7.252513,36.461935,6.969698,20.589388
51438,0,0,0.167989,0
51439,29.048468,31.213606,25.134432,25.753717
51440,0,0,0,0
51441,37.080346,64.308483,52.230953,49.921144
51442,0,0,0,0
51444,8.398022,3.478389,3.101981,5.278091
51447,51.391182,69.044434,56.248978,50.916308
51449,178.278168,111.194786,101.604782,105.080017
51450,0.42837,10.239823,6.967888,6.75204
51451,36.331837,44.764877,34.947392,38.681939
51454,28.245197,14.916246,10.82189,3.49836
51455,14.148637,12.644484,10.131103,14.872025
51458,0.51456,0.970448,6.599064,1.148659
51460,2.561572,3.48861,1.01358,1.718951
51463,21.726018,18.440598,14.245523,17.176524
51465,59.716564,58.021486,59.693271,63.437241
51466,13.457868,23.568474,14.191569,17.680905
51471,0.084867,0,0,0
51473,0.067118,0,0.103436,0.067925
51474,328.700987,198.504222,164.879478,288.083334
51475,0,0,0,0
51477,10.902469,25.788346,12.418973,23.057088
51478,14.040031,13.231773,28.577923,31.624131
51479,18.173808,21.77659,27.546867,26.869083
51480,0,0,0,0
51481,0,0,0,0
51490,8.055488,14.740013,10.056239,12.306099
51491,21.386882,24.931512,38.884005,44.233373
51493,67.096245,85.215546,85.863243,89.135277
51495,120.011884,78.35245,79.658502,85.112523
51496,18.548086,9.395897,9.073436,12.086703
51497,23.638767,40.306122,32.028962,38.212599
51499,53.085243,56.29229,56.187229,72.221397
51501,69.124316,54.531994,48.833117,62.166621
51503,80.682541,54.347314,54.763855,60.324184
51504,168.911684,202.975495,182.404214,204.482698
51506,230.797911,152.404958,154.639336,184.478287
51507,112.115042,120.732927,103.356626,104.183064
51510,158.489905,95.629883,133.696015,125.70217
51512,0.765381,11.933702,3.712908,10.103527
51513,10.525429,7.948935,7.492081,5.703176
51514,2.336098,5.252848,2.939095,9.921092
51517,9.151039,28.493343,20.2997,15.039256
51520,66.99619,48.038444,59.126403,87.351609
51522,282.211141,202.013667,211.206756,260.070606
51523,25.709115,60.813589,27.574348,31.648507
51524,78.27827,45.529152,70.994218,59.383412
51526,64.59081,56.238962,60.553616,48.700911
51527,32.570293,22.298883,23.866335,31.342467
51528,88.422988,72.345094,86.938943,96.336005
51529,93.964178,118.183784,111.938697,111.754277
51530,17.070588,23.985213,19.352401,21.481582
51531,21.595035,12.580804,13.337985,13.552503
51533,6.359653,4.900964,4.767917,4.245363
51534,34.908702,17.572364,21.293062,22.343453
51535,56.106627,53.621003,50.70663,49.272012
51537,2.652863,10.192755,10.802513,10.068242
51538,74.782975,55.822944,67.943824,68.487049
51540,2.892773,8.521945,9.502009,2.781106
51542,15.409475,15.585972,13.3559,17.736438
51545,27.027188,42.332156,28.862897,30.394149
51547,9.339924,17.589056,13.932349,14.313152
51548,10.841242,21.760778,22.908535,19.555482
51550,55.871281,53.257361,51.950869,57.650914
51552,41.508266,53.073383,52.237778,51.397034
51554,5.970073,0.233841,3.727319,2.828876
51555,0.02893,0,0.041852,0
51557,0.901546,0.526499,0.710902,0.804046
51559,3.852521,3.321556,1.882682,3.371133
51560,1.939749,1.971701,2.484825,2.018865
51561,0.217311,0.645245,2.150766,0.204396
51562,46.224345,24.633563,24.038192,27.459487
51564,27.860942,67.681842,60.117696,62.337409
51566,77.472421,67.977958,69.847468,81.806447
51567,56.134518,45.407146,72.40741,48.465218
51569,89.307756,45.652225,69.406229,80.213571
51571,12.189322,11.931524,11.004975,13.894805
51573,80.837081,94.835517,99.725782,86.699915
51574,80.693059,37.969367,37.187837,52.430553
51575,22.726776,7.559631,19.197948,21.52333
51582,100.215128,76.911754,81.895854,86.266452
51585,16.777061,12.172405,12.197382,15.245671
51586,36.688203,76.861082,63.466686,53.366875
51588,5.759462,14.311357,13.758614,11.99219
51592,17.136338,12.778063,11.95198,15.015612
51593,21.800808,65.736349,40.176592,48.506603
51594,28.079141,20.611361,21.413004,19.333546
51596,219.065772,328.936499,287.255556,270.09454
51599,1.060781,2.499701,1.36767,1.940951
51601,7.48754,3.054533,4.579001,5.57606
51602,40.239979,37.872501,35.232956,59.868893
51603,10.86512,19.446497,21.218193,21.342285
51604,103.739364,173.141897,146.402258,140.947372
51605,11.024289,9.454983,12.101737,13.411644
51606,54.079611,78.802347,92.832575,80.935038
51608,18.893507,39.513481,37.211437,32.011265
51611,24.408842,19.282366,16.71156,16.536929
51614,246.3996,260.237673,285.50193,271.494767
51616,19.039846,20.479254,10.266598,14.981983
51617,0,0.622762,0,0
51619,9.607006,7.725967,9.128178,8.359718
51621,13.323249,26.112051,24.91963,23.765424
51622,72.988449,50.709839,57.148811,78.801392
51626,31.546748,16.246908,16.826045,24.647713
51629,59.01642,128.152375,109.504354,101.57809
51631,62.41019,74.879161,66.036912,74.719113
51633,11.52033,5.976998,6.672097,10.614565
51634,28.327217,20.035202,16.192818,23.11964
51635,100.098037,57.583906,70.336295,51.77404
51637,41.733292,40.20919,35.289951,47.12286
51639,279.351227,221.469986,188.836899,264.892792
51642,22.868147,25.528991,16.88058,27.05238
51643,100.842486,60.548469,56.909374,79.733801
51645,32.342518,37.385349,32.827866,42.269939
51646,322.271325,171.501748,188.303907,183.289527
51647,108.298033,139.951255,123.876141,120.873848
51649,13.553161,11.495371,13.126613,15.437145
51650,13.65065,10.1852,8.803833,13.069131
51651,62.147644,41.197996,68.74399,71.767858
51652,159.526514,104.768439,113.803497,134.845347
51654,14.433151,15.847685,15.798318,19.615282
51655,0.720823,6.135321,7.475924,1.374362
51657,22.351917,38.042526,28.883856,28.389
51659,1.766201,4.663922,2.099056,6.91745
51660,64.450384,41.342823,55.794352,47.285167
51661,36.987407,21.39422,17.790749,19.588818
51663,85.10196,69.275933,82.009142,83.424486
51665,10.631803,21.954613,27.744347,29.13945
51666,0,0,0,0
51667,73.435136,62.85933,65.673583,60.293115
51668,61.960762,51.014018,34.56486,65.519445
51669,278.910498,281.255098,326.745763,339.514548
51673,2.456133,3.781142,1.804256,0.641176
51676,5.58813,6.770907,0.98629,0.802128
51678,3.619955,2.365521,3.346918,2.877718
51684,5.295238,16.429409,13.558043,11.551718
51686,2.14097,1.716305,2.558664,3.152177
51690,68.574339,80.310014,73.07937,87.19333
51691,6.640879,4.010888,3.797172,6.635995
51692,46.345,38.645932,36.549873,48.434337
51693,34.007185,36.354976,35.954478,33.246095
51696,14.211503,15.427021,17.031019,14.752714
51699,121.976056,84.386052,71.28881,109.48738
51700,22.315708,12.908371,18.214789,14.40224
51701,12.039114,12.679157,12.431834,14.552932
51702,0,0,0,0.011388
51703,8.660752,2.118512,6.9581,7.966347
51704,15.17045,1.258163,39.429142,61.604915
51705,0.090356,0,1.145746,0.273593
51706,51.406124,77.64093,94.196411,69.614876
51710,8.748953,5.37954,6.972976,6.575786
51714,77.709541,79.821815,90.297073,95.25708
51715,34.005161,25.569705,16.30638,24.329342
51716,0,0,0,0
51719,56.4182,54.508555,59.460503,78.510091
51720,26.439796,31.475664,25.174833,30.325723
51725,0,0,0,0
51726,78.251935,116.082943,100.860418,110.131302
51727,153.445872,93.855448,99.796468,133.000446
51728,12.447001,15.253394,15.39132,15.441145
51729,15.595655,30.864531,27.109747,28.750019
51733,0.148361,0.207052,0.192288,0.115635
51734,23.145499,46.761807,32.505924,33.359608
51735,12.334384,8.863122,6.332118,10.584452
51738,0.122635,0.065353,0.234825,0.060289
51741,4.11948,5.944181,6.212269,5.60347
51742,22.149133,15.768718,19.162459,22.614244
51744,0.049922,0,0,0.096677
51747,88.586733,51.196099,51.584653,62.117697
51750,2.637817,8.249504,6.715483,8.367187
51751,0,0,0,0
51752,35.751662,19.974918,34.858654,28.267111
51754,3.79319,5.041686,6.170405,4.92171
51755,13.629053,19.122413,20.430869,19.782843
51759,92.309762,72.558598,70.263987,79.690361
51760,0,0.059946,0,0
51761,0.028195,0,0.07413,0.104932
51762,52.055225,24.718131,24.767612,35.121702
51763,19.647399,32.274545,29.675864,27.02142
51764,0,0,0,0
51765,1.903763,5.19904,2.85307,4.146167
51768,42.380722,41.896867,49.814646,50.85987
51773,24.63363,15.159291,19.67509,22.099385
51776,65.419065,41.237705,28.754815,43.263264
51778,2.74506,3.080142,9.258211,15.427925
51780,13.010489,27.300725,24.091736,25.071888
51802,0,0,0,0
51804,2.854449,2.08692,3.516489,2.024891
51805,5.484796,9.493667,7.655513,7.426794
51806,0,0,0,0
51807,1.034727,1.025738,1.675321,0.679756
51808,50.937351,34.422215,39.396511,40.697708
51809,25.213161,16.510631,23.790312,29.228683
51816,6.650359,12.654048,0.098253,4.15389
53335,0.344334,0.440536,0.119949,0.049867
53336,0,0,0,0
53338,0.054119,0.017063,0.003832,0.046944
53339,87.761154,60.201193,80.002799,84.236224
53340,8.052963,5.969949,6.918754,10.122698
53342,1.644177,1.141396,2.00435,1.022903
53343,23.904997,22.149315,28.349321,40.607201
53344,16.283058,3.803888,5.694854,5.93796
53345,0.810034,1.523826,1.122513,1.090729
53346,12.396382,2.195575,6.031353,5.712133
53347,0,0,0,0
53349,14.245771,26.115661,28.344536,25.34911
53353,0.006065,0,0,0.012094
53354,2.443607,2.949715,5.746601,5.877814
53358,6.28659,4.97832,8.523479,10.852882
53371,34.223717,25.006595,24.002362,30.951891
53373,16.169646,23.845193,18.484707,28.594819
53383,0,0,0,0.183202
53405,0.038019,0,0,0.020504
53407,26.315259,27.308591,30.436433,27.068024
53409,0,0,0,0
53410,0,0.012094,0,0
53615,22.385221,54.497267,42.990308,34.307535
53616,0.025819,0.085587,0.161894,0.108738
53630,0,0,0.029489,0.049904
53632,0.035236,0,0,0
53635,41.296251,140.309008,114.154155,85.94504
53637,1.957171,7.012024,2.139333,3.657539
53820,0,0.165229,0,0.025441
53822,0,0,0,0
53826,0,0,0,0.291228
53827,107.037843,277.733868,251.831744,226.858807
53828,0,0,0,0
53829,0,0,0,0
53831,0.116287,0,0.070401,0
53832,0.638957,0.178641,0.088086,0.831455
53833,2.350741,0.435735,0.650618,1.073643
53834,7.016765,23.219445,21.502375,20.135889
53836,0,0,0,0
53838,36.189013,119.205837,73.132522,63.824321
53840,25.392007,17.111635,13.408946,16.880726
53841,0,0,0,0
53842,0,0,0,0
53844,5.052907,1.816308,0.144153,2.110346
53904,0,0,0,0
53905,0,0,0,0
53916,15.349113,33.375134,42.59811,40.329983
53917,44.352591,52.030687,41.024635,44.187294
53918,25.394958,40.445942,48.492702,35.510555
53919,0.945504,0.212932,0.253079,0.226843
53938,79.393144,48.457699,40.598663,51.190322
53940,0,0,0,0.037496
53942,0,0,0.431773,0.183306
