,CAF-62T-IgA_TPM,CAF-97T-IgA_TPM,CAF_73T_IgA_TPM,CAF_98T_IgA_TPM
28392,0,0,0,0
28393,0,0,0,0
28394,0,0,0,0
28395,0,0,0,0
28398,0,0,0,0
28400,0,0,0,0
28401,0,0,0,0
28402,0,0,0,0
28405,0,0,0,0
28406,0,0,0,0
28407,0,0,0,0
28408,0,0,0,0
28409,0,0,0,0
28410,0,0,0,0
28411,0,0,0,0
28412,0,0,0,0
28413,0,0,0,0
28414,0,0,0,0
28415,0,0,0,0
28416,0,0,0,0
28417,0,0,0,0
28418,0,0,0,0
28419,0,0,0,0
28420,0,0,0,0
28421,0,0,0,0
28422,0,0,0,0
28423,0,0,0,0
28424,0,0,0,0
28425,0,0,0,0
28426,0,0,0,0
28427,0,0,0,0
28428,0,0,0,0
28429,0,0,0,0
28430,0,0,0,0
28431,0,0,0,0
28432,0,0,0,0
28433,0,0,0,0
28434,0,0,0,0
28435,0,0,0,0
28438,0,0,0,0
28439,0,0,0,0
28440,0,0,0,0
28441,0,0,0,0
28442,0,0,0,0
28443,0,0,0,0
28444,0,0,0,0
28445,0,0,0,0
28446,0,0,0,0
28447,0,0,0,0
28448,0,0,0,0
28449,0,0,0,0
28450,0,0,0,0
28452,0,0,0,0
28453,0,0,0,0
28454,0,0,0,0
28455,0,0,0,0
28457,0,0,0,0
28458,0,0,0,0
28461,0,0,0,0
28462,0,0,0,0
28463,0,0,0,0
28464,0,0,0,0
28465,0,0,0,0
28466,0,0,0,0
28467,0,0,0,0
28468,0,0,0,0
28469,0,0,0,0
28470,0,0,0,0
28471,0,0,0,0
28473,0,0,0,0
28474,0,0,0,0
28475,0,0,0,0
28476,0,0,0,0
28477,0,0,0,0
28478,0,0,0,0
28479,0,0,0,0
28480,0,0,0,0
28481,0,0,0,0
28482,0,0,0,0
28483,0,0,0,0
28484,0,0,0,0
28485,0,0,0,0
28486,0,0,0,0
28487,0,0,0,0
28488,0,0,0,0
28489,0,0,0,0
28490,0,0,0,0
28491,0,0,0,0
28492,0,0,0,0
28493,0,0,0,0
28494,0,0,0,0
28495,0,0,0,0
28496,0,0,0,0
28497,0,0,0,0
28498,0,0,0,0
28499,0,0,0,0
28500,0,0,0,0
28501,0,0,0,0
28502,0,0,0,0
28503,0,0,0,0
28504,0,0,0,0
28505,0,0,0,0
28506,0,0,0,0
28507,0,0,0,0
28508,0,0,0,0
28509,0,0,0,0
28510,0,0,0,0
28511,26.121316,55.385823,58.696649,51.097278
28512,17.438291,12.18915,14.335012,14.723625
28513,0,0.012803,2.765078,0.093785
28514,2.500544,4.276511,2.305324,1.017252
28516,0,0,0,0
28517,0,0,0,0
28518,0,0,0,0
28519,0,0,0,0
28520,0,0,0,0
28521,0,0,0,0
28522,0,0,0,0.247826
28523,0,0,0,0
28526,0.046277,0,0,0
28552,0,0,0,0
28555,0,0,0,0
28556,0,0,0,0
28557,0,0,0,0
28558,0,0,0,0
28559,0,0,0,0
28560,0,0,0,0
28561,0,0,0,0
28562,0,0,0,0
28563,0,0,0,0
28564,0,0,0,0
28565,0,0,0,0
28566,0,0,0,0
28567,0,0,0,0
28568,0,0,0,0
28569,0,0,0,0
28570,0,0,0,0
28571,0,0,0,0
28572,0,0,0,0
28573,0.239333,0,0,0
28574,0,0,0,0
28575,0,0,0,0
28576,0,0,0,0.178478
28577,0,0,0,0
28578,0,0,0,0
28579,0,0,0,0
28580,0,0,0,0
28581,0,0,0,0
28582,0,0,0,0
28583,0,0,0,0
28584,0,0,0,0
28585,0,0,0,0
28586,0,0,0,0
28587,0,0,0,0
28588,0,0,0,0
28589,0,0,0,0
28591,0,0,0,0
28592,0,0,0,0
28593,0,0,0,0
28594,0,0,0,0
28595,0,0.583119,0,0.412502
28596,0,0,0,0
28597,0,0,0,0
28599,0,0,0,0
28600,0,0,0,0
28601,0,0,0,0
28602,0,0,0,0
28603,0,0,0,0
28604,0,0,0,0
28606,0,0,0,0
28608,0,0,0,0
28609,0,0,0,0
28610,0,0,0,0
28611,0,0,0,0
28612,0,0,0,0
28613,0,0,0,0
28614,0,0,0,0
28616,0,0,0,0
28617,0,0,0,0
28619,0,0,0,0
28620,0,0,0,0
28621,0,0,0,0
28622,0,0,0,0
28623,0,0,0,0
28624,0,0,0,0
28625,0,0,0,1.263914
28626,0,0.366518,0,1.799143
28627,0,0.347041,0,0
28628,0,0,0,0
28629,0,0,0,0
28630,0,0,0,0
28631,0,0,0,0
28632,0,0,0,0
28633,0,0,0,0
28634,0,0,0,0
28635,0,0,0,0
28636,0,0,0,0
28637,0,0,0,0
28638,0.571434,1.154752,0,5.019736
28639,0,0,0,0.686497
28640,0,0,0,0
28641,0,0,0,0
28642,0,0.652301,0.646457,1.423335
28643,0,0,0,0
28644,0,0,0,0
28645,0,0,0,0
28646,0,0,0,0
28647,0,0,0,0
28648,0,0,0,0
28649,0,0,0,0
28650,0,0,0,0
28651,0,0,0,0
28652,0,0.163429,0,0
28653,0,0,0,0
28654,0,0,0,0
28655,0,0,0,0
28656,0,0,0,0
28657,0,0,0,0
28658,0,0,0,0
28659,0,0,0,0
28660,0,0,0,0
28661,0,0,0,0
28662,0,0,0,0
28663,0,0,0,0
28664,0,0,0,0
28665,0,0,0,0
28666,0,0,0,0
28667,0,0,0,0
28668,0,0,0,0
28669,0,0,0,0
28670,0,0,0,0
28671,0,0,0,0
28672,0,0,0,0
28673,0,0,0,0
28674,0,0,0,0
28675,0,0,0,0
28676,0,0,0,0
28677,0,0,0,0
28678,0,0,0,0
28679,0,0,0,0
28680,0,0,0,0
28681,0,0,0,0
28682,0,0,0,0
28683,0,0,0,0
28684,0,0,0,0
28685,0,0,0,0
28686,0,0,0,0
28688,0,0,0,0
28689,0,0,0,0
28690,0,0,0,0
28691,0,0,0,0
28692,0,0,0,0
28693,0,0,0,0
28694,0,0,0,0
28695,0,0,0,0
28696,0,0,0,0
28697,0,0,0,0
28698,0,0,0,0
28699,0,0,0,0
28700,0,0,0,0
28701,0,0,0,0
28702,0,0,0,0
28703,0,0,0,0
28704,0,0,0,0
28705,0,0,0,0
28706,0,0,0,0
28707,0,0,0,0
28708,0,0,0,0
28709,0,0,0,0
28710,0,0,0,0
28711,0,0,0,0
28712,0,0,0,0
28713,0,0,0,0
28714,0,0,0,0
28715,0,0,0,0
28716,0,0,0,0
28717,0,0,0,0
28718,0,0,0,0
28719,0,0,0,0
28720,0,0,0,0
28721,0,0,0,0
28722,0,0,0,0
28723,0,0,0,0
28724,0,0,0,0
28725,0,0,0,0
28726,0,0,0,0
28727,0,0,0,0
28728,0,0,0,0
28729,0,0,0,0
28730,0,0,0,0
28731,0,0,0,0
28732,0,0,2.347293,0
28733,0,0,0,0
28734,0,0,0,0
28735,0,0,0,0
28736,0,0,0,0
28737,0,0,0,0
28738,0,0,0,0
28739,0,0,0,0
28740,0,0,0,0
28741,0,0,0,0
28742,0,0,0,0
28743,0,0,0,0
28744,0,0,0,0
28745,0,0,0,0.394973
28746,0,0,0,0
28747,0,0,0,0
28748,0,0,0,0
28749,0,0,0,0
28750,0,0.139684,0,0
28751,0,0,0,0
28752,0,0,0,0
28753,0,0.060469,0,0
28754,0,0,0,0
28755,1.223596,0.915207,0.752732,0.718314
28757,0,0,0,0
28758,0,0,0,0
28759,0,0,0,0
28760,0,0,0,0
28761,0,0,0,0
28762,0,0,0,0
28763,0,0,0,0
28764,0,0,0,0
28765,0,0,0,0
28766,0,0,0,0
28767,0,0,0,0
28768,0,0,0,0
28769,0,0,0,0
28770,0,0,0,0
28771,0,0,0,0
28772,0,0,0,0
28773,0,0,0,0
28774,0,0,0,0
28775,0,0,0,0
28776,0,0,0,0
28777,0,0,0,0
28778,0,0,0,0
28779,0,0,0,0
28780,0,0,0,0
28781,0,0,0,0
28783,0,0,0,0
28784,0,0,0,0
28785,0,0,0,0
28786,0,0,0,0
28787,0,0,0,0
28788,0,0,0,0
28789,0,0,0,0
28790,0,0,0,0
28791,0,0,0,0
28792,0,0,0,0
28793,0,0,0,0
28794,0,0,0,0
28795,0,0,0,0
28796,0,0,0,0
28797,0,0,0,0
28798,0,0,0,0
28799,0,0,0,0
28800,0,0,0,0
28801,0,0,0,0
28802,0,0,0,0
28803,0,0,0,0
28804,0,0,0,0
28805,0,0,0,0
28806,0,0,0,0
28807,0,0,0,0
28808,0,0,0,0
28809,0,0,0,0
28810,0,0,0,0
28811,0,0,0,0
28812,0,0,0,0
28813,0,0,0,0
28814,0,0,0,0
28815,0,0,0,0
28816,0,0,0,0.109789
28817,0,0,0,0
28818,0,0,0,0
28819,0,0,0,0
28820,0,0,0,0
28821,0,0,0,0
28822,0,0,0,0
28823,0,0,0,0
28824,0,0,0,0
28825,0,0,0,0
28826,0,0,0,0
28827,0,0,0,0
28828,0,0,0,0
28829,0,0,0,0
28830,0,0,0,0
28831,0,0,0,0
28832,0,0,0,0
28833,0,0,0,0
28834,0,0,0,0
28869,0,0,0,0
28870,0,0,0,0
28871,0,0,0,0
28872,0,0,0,0
28873,0,0,0,0
28874,0,0,0,0
28875,0,0,0,0
28876,0,0,0,0
28877,0,0,0,0
28878,0,0,0,0
28879,0,0,0,0
28880,0,0,0,0
28881,0,0,0,0
28882,0,0,0,0
28883,0,0,0,0
28884,0,0,0,0
28885,0,0,0,0
28886,0,0,0,0
28887,0,0,0,0
28888,0,0,0,0
28889,0,0,0,0
28890,0,0,0,0
28891,0,0,0,0
28892,0,0,0,0
28893,0,0,0,0
28894,0,0,0,0
28895,0,0,0,0
28896,0,0,0,0
28897,0,0,0,0
28898,0,0,0,0
28899,0,0,0,0
28900,0,0,0,0
28901,0,0,0,0
28902,0,0,0,0
28903,0,0,0,0
28904,0,0,0,0
28905,0,0,0,0
28906,0,0,0,0
28907,0,0,0,0
28908,0,0,0,0
28909,0,0,0,0
28910,0,0,0,0
28911,0,0,0,0
28912,0,0,0,0
28913,0,0,0,0
28914,0,0,0,0
28915,0,0,0,0
28916,0,0,0,0
28917,0,0,0,0
28918,0,0,0,0
28919,0,0,0,0
28920,0,0,0,0
28921,0,0,0,0
28922,0,0,0,0
28923,0,0,0,0
28924,0,0,0,0
28925,0,0,0,0
28926,0,0,0,0
28927,0,0,0,0
28928,0,0,0,0
28929,0,0,0,0
28930,0,0,0,0
28931,0,0,0,0
28932,0,0,0,0
28933,0,0,0,0
28934,0,0,0,0
28935,0,0,0,0
28936,0,0,0,0
28937,0,0,0,0
28938,0,0,0,0
28939,0,0,0,0
28940,0,0,0,0
28941,0,0,0,0
28942,0,0,0,0
28943,0,0,0,0
28946,0,0,0,0
28947,0,0,0,0
28948,0,0,0,0
28949,0,0,0,0
28950,0,0,0,0
28951,16.663618,12.044169,20.397255,25.685654
28952,3.712574,10.315556,14.389408,10.507092
28954,0,0,0,0.075805
28955,21.410194,37.30862,38.425335,26.920454
28956,91.041664,105.414345,98.514544,119.377603
28957,38.79525,40.498756,43.261559,49.34951
28958,71.561317,83.019882,88.36335,89.547096
28959,0,0,0,0.221406
28960,4.377408,7.585577,5.244368,8.743525
28962,54.504697,35.969262,56.114467,57.657999
28964,12.713456,24.85808,25.741321,22.673816
28965,0.048381,0,0,0
28966,12.498715,10.367788,15.153656,16.43551
28968,1.630587,1.125797,1.240511,1.139885
28969,25.377654,30.814026,26.808971,43.555688
28970,10.114063,7.819264,8.428814,7.821003
28971,102.895143,81.07881,68.98156,87.161903
28972,49.157883,43.098324,37.040073,43.671345
28973,61.149622,69.978666,58.88904,67.179609
28974,105.442406,118.583015,119.905724,107.83004
28976,22.207572,30.706028,24.822725,32.704305
28977,9.331118,5.053965,4.923951,6.753321
28978,60.018946,48.105812,36.979396,49.367233
28981,20.938512,11.046742,10.667071,14.200868
28982,2.673964,2.116662,5.457286,5.036932
28983,0,0,0,0
28984,0.471544,0.386562,5.923335,1.503479
28985,10.623017,6.83059,6.699415,10.697675
28986,35.905682,30.461365,23.329708,27.537745
28987,50.421693,48.364888,46.5812,48.120754
28988,13.568701,32.093321,31.921894,27.534615
28989,15.263464,38.762376,29.086808,33.203719
28990,11.080854,6.470463,5.726642,7.361919
28991,18.273414,34.464059,41.117446,37.634582
28992,10.000513,16.345776,6.655426,11.543777
28996,6.492138,21.538121,19.697575,18.776528
28998,59.326115,62.775448,57.953842,64.285568
28999,3.029139,3.137347,4.204371,2.625169
29015,20.901888,21.842639,21.389568,29.918713
29018,0,0,0,0
29028,13.048827,15.271413,11.590426,26.624909
29034,0,0,0,0
29035,19.72599,27.18062,31.860232,24.369133
29057,11.404988,11.768215,7.986837,12.442822
29058,250.075339,177.839879,206.090171,240.303886
29062,3.226326,7.179676,3.065956,4.644438
29063,9.224801,7.213973,6.860639,6.954088
29065,0.097448,0.068378,0,0.183048
29066,38.487748,44.65237,39.906564,48.954713
29068,14.219395,7.218465,9.11287,10.272974
29070,2.675537,0.826649,2.226609,1.817629
29071,61.955438,43.643257,46.330035,58.254336
29072,15.237804,21.920436,21.429022,26.509183
29074,101.242842,121.302702,100.13809,136.037166
29075,0.078095,0.118995,0,0.072564
29078,11.432794,9.235609,13.076361,11.202206
29079,38.335948,30.324037,27.83779,39.522926
29080,28.740865,19.521873,16.8721,26.692991
29081,71.67707,61.498901,34.063264,56.19949
29082,54.195972,46.904099,50.206966,51.702461
29083,24.033749,16.089538,15.358416,23.61933
29085,181.411067,219.831205,208.203815,220.683227
29086,84.169623,127.427384,96.61159,132.138726
29087,72.429065,61.149006,47.971556,50.411437
29088,64.526235,45.521835,52.911934,70.220712
29089,14.945806,32.386365,21.581784,50.562838
29090,13.442954,11.762067,10.78933,15.633418
29091,9.184645,0.079926,1.229941,2.134368
29092,17.01213,13.513089,23.466572,29.468943
29093,15.798735,14.636274,15.073956,14.959295
29094,13.47485,7.428284,6.92734,10.126904
29095,17.760443,26.665644,25.48814,31.329052
29097,39.431832,25.953278,28.085074,29.160096
29098,27.925606,35.234614,44.315964,42.561577
29099,30.35542,30.219588,35.292642,36.323021
29100,56.847306,72.141236,75.46784,69.316145
29101,146.902237,176.031174,159.767685,162.74147
29102,10.969906,25.638363,20.345895,26.681214
29103,24.241608,16.425243,14.026468,21.194744
29104,8.255196,7.674658,6.393173,8.735265
29105,51.242156,52.622606,44.106442,59.572849
29106,0,0,0,0.096239
29107,10.755115,21.13073,21.904905,20.299088
29108,31.372796,44.037061,32.890847,33.343809
29109,11.779924,31.918075,22.325462,19.366694
29110,58.078791,40.352243,40.939772,43.914247
29113,0,0,0,0
29114,0,0,0.487043,0
29115,29.35973,37.934687,38.929004,39.744776
29116,20.916015,21.988507,11.681558,16.681189
29117,29.421211,33.344338,35.252537,38.757605
29118,0.027878,0,0,0
29119,0.015388,0.101229,0,0.022323
29121,5.973069,1.439184,3.038401,3.455011
29122,0.055482,0,0,0.047919
29123,17.834105,42.01866,39.323502,44.457489
29124,0,0,0,0
29125,0.068754,0.083833,0.025869,0.065666
29126,6.764913,13.565373,13.325316,5.803381
29127,20.254926,51.86281,24.811413,55.077424
29128,1.210705,8.839257,3.326555,10.838123
29760,0.029082,0,0.00533,0.011516
29761,24.929614,11.20218,20.466648,24.414163
29763,5.035057,39.984553,8.768194,7.79338
29765,0.49529,0.389562,0.071781,0.246292
29766,36.108683,26.218044,30.679325,46.932291
29767,23.672843,10.819274,7.965347,10.252171
29768,3.477049,1.689019,3.020766,2.905502
29769,0,0,0,0
29770,0,0,0,0
29771,0.056543,0.01542,0,0.002127
29774,0.302616,0.690709,0.24173,0.556088
29775,1.099606,3.709002,1.74517,1.665055
29777,12.522043,18.774923,15.06586,13.059048
29778,0,0,0,0
29780,7.499395,15.04012,20.997979,13.931085
29781,11.941773,29.513814,19.167147,24.421703
29785,0.678621,2.888556,18.381953,6.839386
29789,41.635536,34.126147,37.229401,44.500904
29796,115.921627,109.477329,113.53443,95.719296
29797,0.009927,0.018393,0,0.003044
29798,26.653208,23.532585,26.786518,34.916075
29799,1.667425,0.590563,0.351101,0.800322
29800,10.176251,15.455462,21.029333,13.92931
29801,10.306846,23.309604,24.445551,21.071334
29802,0.351013,0,0,0.061301
29803,25.155435,67.857737,60.412757,42.484107
29841,0.059877,0.079904,0,0.067614
29842,0,0.008509,0,0.013746
29843,16.758618,12.301636,10.478233,12.586382
29844,30.768549,32.399494,43.500644,43.02653
29850,0,0,0,0
29851,0,0,0.21625,0
29855,11.996203,27.058755,22.806411,24.652276
29880,84.477269,53.136829,67.023787,65.123246
29881,0,0.293628,0.216773,0
29882,11.769334,29.373895,24.01659,26.043343
29883,45.38051,40.094574,35.786424,46.829357
29886,6.066891,6.666911,23.524654,18.947452
29887,0.092142,0,0.070019,0.171285
29888,20.825692,65.732867,51.260753,47.009448
29889,51.582521,47.72915,50.913569,56.981478
29890,11.980808,28.119179,24.144428,21.3232
29893,5.428894,10.869339,8.227228,18.263414
29894,18.537141,37.335862,29.450525,36.597803
29895,0.115328,0.09518,0,0.370445
29896,56.093448,53.312854,51.271657,59.675699
29899,7.127851,10.831992,3.828149,11.833009
29901,3.818365,14.232724,11.43894,11.339448
29902,14.466688,21.221806,15.982513,20.278236
29903,9.101373,17.751202,16.784959,13.436056
29904,6.744483,11.285141,4.852206,7.696179
29906,0.013166,0,0.032317,0.01823
29907,8.062918,22.212906,16.328367,15.031078
29909,0,0,0,0
29911,7.561091,12.964237,8.875676,9.794835
29914,4.762751,7.755999,11.899939,8.855172
29915,26.790749,15.1941,13.989462,15.128865
29916,15.242016,20.011193,18.949564,17.653288
29919,20.803317,31.756795,31.733705,30.378749
29920,20.98176,51.815193,54.201215,44.278336
29922,31.752887,27.197538,26.461862,35.180278
29923,13.633374,19.837009,8.895587,13.971037
29924,36.632903,122.065832,83.60951,68.478777
29925,5.96551,21.550679,21.800443,17.024413
29926,26.304098,61.014237,37.944016,46.615242
29927,184.181686,348.437195,389.487427,288.349487
29928,13.327566,18.124832,17.054441,15.689669
29929,5.714184,4.678499,2.111778,4.644693
29930,0.035929,0,0.000457,0
29931,0.021478,0.008559,0.002384,0.001702
29933,0.362042,0.10148,0,0.056967
29934,67.729786,74.225497,84.967994,78.115635
29935,0,0.146336,0.04261,0.211058
29937,92.038736,88.585405,84.192511,63.260854
29940,29.075411,37.03432,46.081314,36.554789
29941,0.826428,2.952591,0.887294,2.461718
29942,0.195976,1.358977,0.269268,0.244758
29943,0.335159,0.724941,0.081387,0.371369
29944,0.177263,0.091482,0.07637,0.096888
29945,28.743353,18.021852,16.533672,23.600735
29946,20.187489,39.463278,26.76456,25.096241
29947,0,0.116247,0,0
29948,5.083682,12.091895,34.41737,13.525095
29949,0.129636,0.304061,0.160217,0.055147
29950,8.641785,23.369207,20.505129,15.513269
29951,0.089724,0.087759,0.279847,0
29952,91.338995,90.321833,142.487009,105.099866
29953,1.874285,0.308885,0.823815,0.251016
29954,5.147533,11.113221,16.791052,16.137672
29956,232.036075,228.50946,188.901438,190.148605
29957,20.066256,24.161951,21.602036,31.676655
29958,1.018419,1.72037,2.359027,0.623844
29959,136.712221,197.173785,223.847168,220.179337
29960,21.308577,24.545179,24.713421,23.336142
29964,7.893933,4.519904,3.279906,4.74616
29965,5.378316,25.009707,21.039412,15.946715
29966,26.820314,21.073812,19.948021,19.647097
29967,19.358276,29.523669,49.771548,38.780489
29968,89.6308,41.172871,108.812546,123.892404
29969,18.486618,7.482724,19.479325,18.961712
29970,11.664197,13.835138,16.195567,18.222285
29974,0.055671,0,0,0
29978,9.435506,22.252159,27.196873,17.694645
29979,72.002621,91.767792,108.207478,100.328975
29980,13.207135,15.540045,10.46083,18.680471
29982,72.392717,41.256877,52.099811,44.918801
29984,17.583768,21.467313,36.939239,20.723105
29985,13.152345,29.651042,29.454885,19.26806
29986,0.981635,0.223042,0,0
29988,4.053112,7.62213,7.609323,6.568138
29989,0,0,0,0
29990,1.124809,1.902944,1.060005,1.166797
29991,0,0,0,0
29992,0.788134,1.375354,0.310411,0.436428
29993,0,0,0,0.006873
29994,13.872269,8.449706,11.012065,14.744187
29995,19.274692,41.385118,28.000591,40.754014
29997,123.028419,179.027496,122.661072,154.889435
29998,1.532661,5.257129,4.820974,4.276017
29999,0.056838,0,0,0.05323
30000,24.054801,55.393969,39.280111,43.15128
30001,47.304191,51.692651,48.699858,47.343237
30008,135.532619,224.153896,261.184303,177.621632
30009,0,0,0.333675,0
30010,0,0,0,0
30011,23.068314,57.286365,91.145693,69.437919
30012,0,0,0,0
30014,0,0,0,0
30061,118.337421,21.214453,44.246469,18.267143
30062,0.022704,0,0,0
30811,0.281869,0.245434,0.161675,0.225381
30812,0.353409,0.108339,0.253794,0.207172
30813,0,0,0,0
30814,0,0,0,0
30815,106.543601,118.02554,74.156079,66.778517
30816,0,0.049166,0,0
30817,0.237144,1.078061,0.825539,0.777996
30818,0.08283,0.22175,0.024468,0.44515
30819,0.563052,0.352657,0.119229,1.051059
30820,0,0,0,0
30827,14.591043,25.737209,22.402193,22.188463
30832,8.055191,5.262082,4.528216,5.136353
30833,31.726839,35.129127,32.890358,40.635931
30834,21.3567,22.050789,22.47844,29.88606
30835,0,0,0,0.151791
30836,23.909822,19.872919,31.312222,28.66457
30837,3.852557,8.978755,6.911743,6.94888
30844,9.787382,7.589144,13.543028,10.512985
30845,16.316639,31.545965,41.398448,29.094818
30846,118.003914,445.977753,294.545349,280.277008
30848,0,0,0,0
30849,14.242521,15.421573,17.01339,17.587831
30850,6.168286,28.238274,28.729609,19.352916
30851,112.83163,212.607186,235.146852,236.3931
30968,92.121965,114.09441,100.481768,110.64601
43847,0.20653,0.28626,0,0.045868
43849,0,0,0,0
49854,8.834667,7.897281,8.406016,9.358674
49855,8.660388,4.740719,6.307894,7.632597
49856,7.663281,16.271377,11.466252,14.688047
49860,0,0,0,0
49861,0,0,0,0
50484,64.022023,46.117048,50.949384,66.093628
50485,19.928824,23.979622,24.664371,20.862246
50486,84.005447,5.965044,37.314312,28.983452
50487,0,0,0.197264,0.280064
50488,21.049287,43.981541,42.439692,37.25749
50489,0,0,0,0
50506,0,0,0,0
50507,0.388801,0.771238,12.945983,3.193744
50508,0,0,0,0
50509,4.594113,8.845329,10.354725,10.970175
50511,0.388146,0.204689,0,0.24344
50512,1.031285,1.978237,3.607965,2.13616
50514,0,0,0,0
50515,6.59184,13.555013,11.59484,4.417841
50516,0.151986,0.037145,0.133685,0.039317
50604,0,0.202136,0.619764,0
50613,0,0,0,0
50614,0.121618,0.093753,0.411757,2.058135
50615,0.482317,2.597071,8.266933,5.857625
50616,0,0,0,0
50617,0.021218,0,0.140345,0.183255
50618,16.079888,10.799846,16.023106,15.416248
50619,0.231367,0.186164,0.436702,0.285151
50624,0.624708,0.583394,0,0
50626,30.097328,39.586577,32.759105,31.543158
50628,6.17657,9.365534,8.005296,8.331186
50631,10.871643,9.872715,8.206832,8.192541
50632,0.087838,0.298565,0.416331,0.102497
50636,0.301541,0.977741,0.683808,0.580508
50640,33.345524,21.488101,40.929581,35.365691
50649,0.639541,0.423398,0.68244,1.335348
50650,24.115663,8.185528,19.782422,28.471043
50651,1.705579,4.726935,2.795661,2.614902
50652,0,0,0,0
50674,0,0,0,0
50700,0,0,0.182808,0
50717,69.074577,62.543706,59.241221,61.460356
50801,0,0,0,0
50804,6.27422,2.996127,5.260893,6.177425
50805,0,0,0,0
50807,63.549139,66.012453,60.312777,55.774924
50808,68.671498,38.355188,36.251708,44.359775
50809,84.429024,79.880891,73.34546,106.266369
50810,15.769855,8.439199,10.786293,13.366571
50813,62.587862,84.735557,97.440798,90.535842
50814,26.892942,40.575562,101.625457,88.328971
50831,0.578852,0.133032,0.473151,0.690216
50832,0.956773,0.310815,0.443163,0.883581
50833,0,0,0,0
50834,0.369749,0.172654,0,0
50835,0,0,0,0
50836,0,0,0,0.05164
50837,0,0,0,0
50838,0.037993,0,0,0.149593
50839,0.976796,0.229783,0.451029,0.565957
50840,0.990818,0.419231,0.453678,1.108642
50846,0,0.072013,0.077073,0
50848,1.325005,2.13107,6.798349,3.439638
50852,0,0,0,0
50853,4.454116,5.178247,3.386911,5.722369
50854,555.479633,453.658673,380.159604,480.272099
50855,1.406203,3.010499,1.490824,0.70037
50856,1.97285,1.679906,0.675175,1.357667
50858,0,0,0,0
50859,0,0,1.10383,0.158247
50861,9.412409,12.30906,11.062318,4.425251
50862,54.283772,22.287048,23.765982,38.145252
50863,9.584131,6.914843,27.509928,39.013183
50865,116.118713,122.057266,133.800659,117.52845
50937,1.835392,1.839711,0.569885,1.064392
50939,0.329627,0.095617,0.367129,0.293014
50940,0.112292,0.024662,0.128263,0
50943,0.051414,0.102148,0.189516,0
50944,0.544463,1.390739,1.167963,0.674799
50945,0,0,0,0
50964,0,0.069355,0,0.053948
50999,36.58338,23.413415,33.073588,33.419641
51000,49.61681,32.056275,33.247055,32.87447
51001,19.20655,17.721676,15.992531,20.663434
51002,40.459556,25.715215,25.212947,44.109023
51003,13.169187,10.155037,23.220922,21.532576
51004,13.384859,17.756546,16.998589,22.121032
51005,17.139438,11.96607,23.75263,25.075895
51006,24.706444,19.439248,31.624401,23.964129
51008,33.724007,26.606464,29.0459,31.698475
51009,30.963962,30.515447,23.353377,27.59748
51010,14.246092,20.667386,18.592026,19.616857
51011,8.2634,12.097158,12.421082,13.066463
51012,41.669304,27.914203,30.149367,31.955507
51013,37.349919,44.254295,32.413397,42.597803
51014,117.945953,57.194683,63.769634,65.022713
51015,11.024195,6.364593,14.007199,12.289969
51016,12.188631,26.434446,18.65495,25.243418
51018,5.273686,3.755774,4.970958,6.232668
51019,153.416261,109.091845,90.917582,105.089251
51020,84.182043,54.52588,45.833871,61.251749
51021,55.643211,55.51783,54.829929,63.571583
51022,32.326603,33.132168,30.582359,42.267933
51023,32.561558,21.466755,22.630528,26.814349
51024,188.69458,166.176971,160.00737,191.339798
51025,12.352282,24.230953,38.310863,30.269487
51026,59.961346,32.257287,37.354553,46.530037
51027,15.246324,20.160217,17.118301,16.954476
51028,35.112954,15.572393,15.73062,25.75307
51029,42.205411,38.12457,37.046652,44.86553
51030,93.091505,67.700443,91.585646,72.611185
51031,60.124971,47.432637,52.250954,67.213288
51032,0,0,0,0
51035,119.321483,138.150451,118.472761,137.208614
51042,24.980078,41.055714,33.379528,38.186592
51043,15.050996,44.159944,30.277149,24.896763
51046,0,0,0,0
51050,0,0,0,0.077511
51052,0,0,0,0
51053,21.521146,34.216463,19.160808,39.690778
51054,2.402513,2.207953,2.456985,2.777956
51056,172.109314,77.412979,142.976578,90.800781
51057,4.599624,2.814907,3.44143,3.480328
51058,6.513903,6.690048,8.953315,7.368217
51059,0,0,0,0
51060,130.503134,122.013077,125.106592,132.881705
51061,14.586913,31.471349,28.736992,27.487962
51062,15.859707,5.942876,7.910562,5.975285
51063,75.202588,74.618747,48.953875,71.247062
51065,90.103851,61.953289,51.140385,79.637695
51066,0.085565,0.07353,0.045509,0
51067,14.158637,15.531861,20.353089,21.420155
51068,56.982486,48.539906,50.277169,53.044361
51069,22.540883,32.101916,26.972377,26.080826
51070,48.755266,97.953103,76.951661,80.53473
51071,36.884426,26.628055,22.427973,30.407859
51072,7.189432,7.236098,7.965234,10.676512
51073,24.383665,64.056118,61.84815,46.062455
51074,41.668589,31.295881,32.017305,30.960841
51075,108.230368,114.435274,107.289472,102.512022
51076,26.410631,25.617428,19.442627,22.649515
51077,41.5,24.815113,29.020369,33.434281
51078,28.233476,56.63486,46.390389,39.522869
51079,420.994843,414.659576,390.431732,367.838654
51081,54.239758,95.060646,76.516548,84.812111
51082,108.806023,79.678051,76.307238,102.79438
51083,0.235436,0,2.774822,5.653863
51084,19.058668,19.586557,17.66456,16.155177
51085,0,0,0,0
51086,0.045254,0,0,0
51087,0,0.099412,0,0
51088,71.771297,25.866406,47.914923,74.402179
51090,0.184515,0.146629,0,0.127911
